video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"yOVSgzp4O9s","The Victory of the Underdog! | Germany vs. North Macedonia 1-2 | Highlights | World Cup Qualifiers","2021-03-31T22:00:19Z","UC7am34-1rGU_ky1vWYnoOJQ","German Football","17","trending_date","tags","view_count","likes","dislikes","comment_count","thumbnail_link","comments_disabled","ratings_disabled","description"
"6xz1bay-6dQ","[#하이라이트#]드디어 만남 성사! 진짜 BTS와 BTS 여고생의 만남! 살아계세요?#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.99","2021-03-24T14:14:47Z","UC920m3pMPH45qztdhppZhwA","유 퀴즈 온 더 튜브","24","trending_date","tags","view_count","likes","dislikes","comment_count","thumbnail_link","comments_disabled","ratings_disabled","description"
"xY6e_ZQwzIg","KIAT BUAT ORANG TINGGI DAN PENDEK || Situasi Canggung dan Fakta yang Relate oleh 123 GO!","2021-03-22T14:15:02Z","UC43nz9qnZ7AIrbOlfxejTig","123 GO! Indonesian","26","trending_date","tags","view_count","likes","dislikes","comment_count","thumbnail_link","comments_disabled","ratings_disabled","description"
"UxZThoSpaP4","DOAIN SPIKE YA TEMEN - TEMEN!","2021-03-25T02:38:57Z","UCvDJ5dtuPZJRV0wn5O9rsvQ","Ezron Tarigan","24","trending_date","tags","view_count","likes","dislikes","comment_count","thumbnail_link","comments_disabled","ratings_disabled","description"
"EfOBl-eKoP4","Terungkap Identitas Pelaku Bom Bunuh Diri di Gereja Katedral Makassar, Polisi Ungkap Sosoknya","2021-03-29T03:50:18Z","UCmxAIW7RDDC88EPk4ry16Kg","Tribunnews.com","25","trending_date","tags","view_count","likes","dislikes","comment_count","thumbnail_link","comments_disabled","ratings_disabled","description"
"6MEyBnVss9Q","WayV 威神V 'Action Figure' Performance Video","2021-03-26T10:00:01Z","UC-ZHt5Zgadfx-B1CM63Lqew","WayV","10","trending_date","tags","view_count","likes","dislikes","comment_count","thumbnail_link","comments_disabled","ratings_disabled","description"
"Bax-BM93_HA","Kamen Rider Zi-O RTV : Pencarian Ohmazio Masa Lalu (Episode 1)","2021-03-29T10:00:06Z","UCfYNY2kNtdk7y7VF9nhSyBA","Kamen Rider Indonesia RTV","1","trending_date","tags","view_count","likes","dislikes","comment_count","thumbnail_link","comments_disabled","ratings_disabled","description"
"7rUom58ZPhs","TANTANGAN EPIC MAKANAN 100 LAPIS! || Coklat 100 Lapis, Permen Karet! Percobaan Lucu oleh RATATA BOOM","2021-03-26T02:00:01Z","UCyNjDKW9XGAsUdmv21KDwFA","RATATA BOOM! Indonesian","22","trending_date","tags","view_count","likes","dislikes","comment_count","thumbnail_link","comments_disabled","ratings_disabled","description"
"9QzLlRkLhzA","Kpop Group ENHYPEN Tries Some of The Hardest TikToks | TikTok Challenges Challenge | Cosmopolitan","2021-03-29T23:00:01Z","UC4LADtN8xwppFydHUB1s5uA","Cosmopolitan","24","trending_date","tags","view_count","likes","dislikes","comment_count","thumbnail_link","comments_disabled","ratings_disabled","description"
"EIClOUIRqMY","Cafe 7 DREAM","2021-03-31T15:00:04Z","UCXURHJRGr4-EB3l87kcbElw","NCT DREAM","22","trending_date","tags","view_count","likes","dislikes","comment_count","thumbnail_link","comments_disabled","ratings_disabled","description"
